Case #,Date,IUCR,Description,Location Description,Beat,Ward,Latitude,Longitude
HT148595,2/5/2011 12:30,2027,CRACK,SIDEWALK,1522,28,41.88093448,-87.75890118
HT148737,2/5/2011 12:15,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,311,20,41.78178612,-87.61581175
HT148560,2/5/2011 12:10,1811,CANNABIS 30GMS OR LESS,STREET,831,15,41.77192493,-87.69370866
HT148605,2/5/2011 12:10,1811,CANNABIS 30GMS OR LESS,STREET,431,7,41.72215049,-87.58496215
HT148620,2/5/2011 12:05,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1532,28,41.88321266,-87.74919699
HT148554,2/5/2011 12:00,1811,CANNABIS 30GMS OR LESS,STREET,2524,31,41.9287591,-87.73751077
HT148571,2/5/2011 12:00,1811,CANNABIS 30GMS OR LESS,RESTAURANT,1111,37,41.90247627,-87.73147004
HT148541,2/5/2011 11:52,1811,CANNABIS 30GMS OR LESS,STREET,1311,26,41.89938969,-87.69698564
HT148577,2/5/2011 11:50,1811,CANNABIS 30GMS OR LESS,STREET,835,18,41.75233391,-87.68305172
HT148636,2/5/2011 11:35,2022,COCAINE,RESIDENCE,821,14,41.81517253,-87.71126461
HT148517,2/5/2011 11:34,1811,CANNABIS 30GMS OR LESS,STREET,232,3,41.80180934,-87.62747881
HT148527,2/5/2011 11:00,2014,MANU/DELIVER: HEROIN (WHITE),ALLEY,1111,27,41.90215832,-87.72736988
HT148678,2/5/2011 10:55,1822,MANU/DEL:CANNABIS OVER 10 GMS,STREET,1011,24,41.86128943,-87.72396374
HT148477,2/5/2011 10:50,2027,CRACK,SIDEWALK,1123,28,41.87817888,-87.71395138
HT148479,2/5/2011 10:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,323,6,41.75859695,-87.61013991
HT148491,2/5/2011 10:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1523,28,41.88516416,-87.756322
HT148458,2/5/2011 10:30,2017,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,1011,24,41.86610593,-87.7219612
HT148468,2/5/2011 10:15,2028,SYNTHETIC DRUGS,STREET,431,7,41.72035918,-87.57005266
HT148473,2/5/2011 8:59,1811,CANNABIS 30GMS OR LESS,STREET,1014,24,41.85722941,-87.72476214
HT148262,2/5/2011 4:10,2022,COCAINE,STREET,432,10,41.71562601,-87.53542288
HT500373,2/5/2011 4:02,2022,COCAINE,STREET,432,10,41.71562601,-87.53542288
HT148241,2/5/2011 3:16,2024,HEROIN(WHITE),STREET,914,12,41.80921327,-87.68373859
HT148215,2/5/2011 2:35,1811,CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,623,6,41.75044231,-87.62312748
HT148237,2/5/2011 2:11,1811,CANNABIS 30GMS OR LESS,STREET,614,18,41.73589663,-87.66319087
HT148212,2/5/2011 2:09,2022,COCAINE,STREET,833,13,41.7716257,-87.71321055
HT148179,2/5/2011 1:25,1811,CANNABIS 30GMS OR LESS,GAS STATION,1131,24,41.87419534,-87.73538884
HT148168,2/5/2011 1:13,1811,CANNABIS 30GMS OR LESS,STREET,1533,28,41.87869175,-87.74628586
HT148174,2/5/2011 1:12,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,2432,49,42.00167862,-87.66060418
HT148160,2/5/2011 1:05,1811,CANNABIS 30GMS OR LESS,STREET,433,10,41.64989251,-87.5376067
HT148147,2/5/2011 0:25,2027,CRACK,STREET,924,11,41.83782146,-87.65463876
HT148130,2/5/2011 0:16,1812,CANNABIS MORE THAN 30GMS,SIDEWALK,1135,2,41.87094262,-87.69694477
HT148182,2/5/2011 0:15,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PRIVATE, GROUNDS",2211,19,41.70611943,-87.71381846
HT148158,2/4/2011 23:53,1812,CANNABIS MORE THAN 30GMS,STREET,1014,24,41.85905286,-87.71778851
HT148155,2/4/2011 23:53,1811,CANNABIS 30GMS OR LESS,STREET,2221,21,41.73385775,-87.66321573
HT148116,2/4/2011 23:43,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,1011,24,41.86611568,-87.72121584
HT148080,2/4/2011 23:20,1811,CANNABIS 30GMS OR LESS,STREET,532,9,41.68213056,-87.6177949
HT148100,2/4/2011 23:18,1811,CANNABIS 30GMS OR LESS,STREET,1133,24,41.86642411,-87.71323146
HT148088,2/4/2011 23:00,2021,BARBITUATES,STREET,814,23,41.8091445,-87.74428027
HT148081,2/4/2011 22:40,2170,POSSESSION OF DRUG EQUIPMENT,STREET,211,3,41.82723737,-87.61721603
HT148075,2/4/2011 22:35,1812,CANNABIS MORE THAN 30GMS,SIDEWALK,713,16,41.77959163,-87.66369672
HT148045,2/4/2011 22:30,1811,CANNABIS 30GMS OR LESS,STREET,1531,37,41.8969419,-87.75457414
HT148050,2/4/2011 22:25,1811,CANNABIS 30GMS OR LESS,STREET,2513,29,41.91118468,-87.77568419
HT148043,2/4/2011 22:20,1811,CANNABIS 30GMS OR LESS,STREET,424,10,41.73691089,-87.55018516
HT148044,2/4/2011 22:12,1811,CANNABIS 30GMS OR LESS,RESTAURANT,934,3,41.79463182,-87.63265865
HT148033,2/4/2011 22:09,2027,CRACK,SIDEWALK,1522,29,41.87382213,-87.75576679
HT148022,2/4/2011 22:08,1811,CANNABIS 30GMS OR LESS,STREET,434,10,41.68626205,-87.55954227
HT148068,2/4/2011 22:05,2027,CRACK,STREET,233,20,41.79091774,-87.6248774
HT148095,2/4/2011 22:04,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1121,27,41.89510462,-87.71279249
HT148013,2/4/2011 21:42,1811,CANNABIS 30GMS OR LESS,STREET,613,21,41.74449635,-87.64401018
HT148016,2/4/2011 21:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,624,6,41.75147861,-87.60412169
HT148017,2/4/2011 21:35,1812,CANNABIS MORE THAN 30GMS,VEHICLE NON-COMMERCIAL,2522,31,41.9169553,-87.75287957
HT148026,2/4/2011 21:30,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,532,9,41.67815223,-87.62148491
HT148039,2/4/2011 21:26,1811,CANNABIS 30GMS OR LESS,STREET,424,10,41.72812628,-87.54575656
HT148014,2/4/2011 21:12,2024,HEROIN(WHITE),SIDEWALK,1531,37,41.89507096,-87.75089971
HT148020,2/4/2011 20:54,2024,HEROIN(WHITE),RESIDENCE,1121,27,41.89691399,-87.71499718
HT147956,2/4/2011 20:45,1811,CANNABIS 30GMS OR LESS,STREET,1231,2,41.86491631,-87.658967
HT148023,2/4/2011 20:40,2026,PCP,VEHICLE NON-COMMERCIAL,822,13,41.79008374,-87.72292979
HT147951,2/4/2011 20:29,2024,HEROIN(WHITE),STREET,1131,24,41.87036608,-87.74475391
HT147954,2/4/2011 20:25,1811,CANNABIS 30GMS OR LESS,STREET,1122,27,41.88932011,-87.72361661
HT147975,2/4/2011 20:20,2024,HEROIN(WHITE),STREET,2534,37,41.90264626,-87.73354023
HT147791,2/4/2011 20:11,1812,CANNABIS MORE THAN 30GMS,RESIDENCE,1331,27,41.88763685,-87.70559684
HT147911,2/4/2011 20:09,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,922,11,41.82553968,-87.64613174
HT147918,2/4/2011 20:00,1811,CANNABIS 30GMS OR LESS,ATM (AUTOMATIC TELLER MACHINE),1831,42,41.8886311,-87.62819118
HT147969,2/4/2011 19:55,1812,CANNABIS MORE THAN 30GMS,RESIDENCE,2012,40,41.97708461,-87.67710362
HT147871,2/4/2011 19:40,2024,HEROIN(WHITE),SIDEWALK,1112,27,41.9011374,-87.71909257
HT147850,2/4/2011 19:30,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),934,3,41.79510733,-87.64503771
HT147909,2/4/2011 19:30,1811,CANNABIS 30GMS OR LESS,RESIDENCE,1131,24,41.87240188,-87.74413308
HT147846,2/4/2011 19:25,2024,HEROIN(WHITE),STREET,2531,29,41.90983394,-87.77162537
HT147844,2/4/2011 19:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87944592,-87.75811768
HT147814,2/4/2011 18:56,1811,CANNABIS 30GMS OR LESS,STREET,1513,29,41.88033405,-87.76619203
HT147830,2/4/2011 17:35,2092,SOLICIT NARCOTICS ON PUBLICWAY,STREET,1132,24,41.86721471,-87.72301166
HT147675,2/4/2011 16:29,2027,CRACK,APARTMENT,825,15,41.78000623,-87.6838098
HT147549,2/4/2011 16:18,2012,MANU/DELIVER:COCAINE,STREET,811,23,41.79211896,-87.78762328
HT147535,2/4/2011 16:00,2093,FOUND SUSPECT NARCOTICS,STREET,2212,19,41.69076424,-87.66899403
HT147423,2/4/2011 15:07,1811,CANNABIS 30GMS OR LESS,SIDEWALK,723,6,41.77256498,-87.64445392
HT147479,2/4/2011 14:51,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1422,26,41.91209211,-87.71190054
HT147438,2/4/2011 14:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,322,6,41.76899906,-87.62353868
HT147368,2/4/2011 14:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2533,37,41.90746732,-87.7548244
HT147366,2/4/2011 14:19,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),414,8,41.75192878,-87.5807317
HT147486,2/4/2011 14:15,1811,CANNABIS 30GMS OR LESS,STREET,1523,28,41.88478135,-87.7565972
HT147354,2/4/2011 14:10,1811,CANNABIS 30GMS OR LESS,STREET,1233,25,41.85786987,-87.64843605
HT147408,2/4/2011 14:10,2014,MANU/DELIVER: HEROIN (WHITE),RESIDENCE PORCH/HALLWAY,1112,27,41.90049303,-87.71663031
HT147394,2/4/2011 14:09,1811,CANNABIS 30GMS OR LESS,SIDEWALK,331,5,41.76635864,-87.57535794
HT147547,2/4/2011 14:05,2027,CRACK,APARTMENT,712,16,41.78837853,-87.65336377
HT147343,2/4/2011 14:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1311,26,41.89579324,-87.69276802
HT147418,2/4/2011 14:00,2024,HEROIN(WHITE),STREET,1011,24,41.86392561,-87.72739695
HT147348,2/4/2011 13:39,1821,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,931,16,41.80143619,-87.66417351
HT147383,2/4/2011 13:33,1811,CANNABIS 30GMS OR LESS,RESIDENCE,1222,25,41.85856211,-87.65781871
HT147336,2/4/2011 13:17,1811,CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,722,6,41.77122761,-87.62847037
HT147554,2/4/2011 13:09,2024,HEROIN(WHITE),APARTMENT,934,16,41.79689263,-87.65358917
HT147362,2/4/2011 12:42,2091,FORFEIT PROPERTY,STREET,1031,22,41.83688981,-87.71771837
HT147227,2/4/2011 12:00,1812,CANNABIS MORE THAN 30GMS,PARKING LOT/GARAGE(NON.RESID.),934,3,41.79468794,-87.63285973
HT147189,2/4/2011 12:00,2024,HEROIN(WHITE),SIDEWALK,1115,28,41.88078081,-87.73000285
HT147220,2/4/2011 11:55,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2313,46,41.96354934,-87.65060355
HT147167,2/4/2011 11:45,2024,HEROIN(WHITE),SIDEWALK,1532,28,41.88189966,-87.74733612
HT147236,2/4/2011 11:40,1811,CANNABIS 30GMS OR LESS,CTA GARAGE / OTHER PROPERTY,634,21,41.72287542,-87.62441285
HT147205,2/4/2011 11:20,2024,HEROIN(WHITE),SIDEWALK,1114,28,41.88276901,-87.7307847
HT147014,2/4/2011 10:00,2024,HEROIN(WHITE),STREET,1533,28,41.88165959,-87.74869335
HT147030,2/4/2011 9:30,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",1731,38,41.94646099,-87.73571755
HT147391,2/4/2011 9:15,2093,FOUND SUSPECT NARCOTICS,APARTMENT,2331,44,41.9451341,-87.64162522
HT146929,2/4/2011 8:45,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",2233,34,41.6899089,-87.6376076
HT146940,2/4/2011 8:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,834,13,41.74808556,-87.72201222
HT147012,2/4/2011 8:00,2093,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,1134,24,41.8682851,-87.709755
HT147010,2/4/2011 6:00,2093,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,1134,24,41.8682851,-87.709755
HT146807,2/4/2011 2:07,1811,CANNABIS 30GMS OR LESS,STREET,2533,37,41.90951004,-87.74637095
HT146808,2/4/2011 1:40,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1112,27,41.89560507,-87.72012994
HT146784,2/4/2011 1:05,1811,CANNABIS 30GMS OR LESS,SIDEWALK,832,17,41.76844708,-87.68280837
HT146788,2/4/2011 0:45,2024,HEROIN(WHITE),STREET,1121,27,41.89383219,-87.71397646
HT146770,2/4/2011 0:27,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,1011,24,41.86614024,-87.71913398
HT146773,2/3/2011 23:55,2024,HEROIN(WHITE),STREET,612,21,41.75031503,-87.65846741
HT146726,2/3/2011 23:00,1811,CANNABIS 30GMS OR LESS,STREET,2535,26,41.90985771,-87.71688185
HT146707,2/3/2011 22:54,1811,CANNABIS 30GMS OR LESS,STREET,2233,34,41.69323743,-87.64255495
HT146721,2/3/2011 22:49,1811,CANNABIS 30GMS OR LESS,STREET,434,10,41.69535477,-87.55965664
HT146713,2/3/2011 22:39,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1924,44,41.94006865,-87.65085776
HT146722,2/3/2011 22:30,2027,CRACK,STREET,1331,2,41.88183419,-87.70085409
HT146696,2/3/2011 22:28,1811,CANNABIS 30GMS OR LESS,STREET,624,6,41.75113523,-87.60753377
HT146699,2/3/2011 22:15,1811,CANNABIS 30GMS OR LESS,STREET,832,18,41.76330733,-87.68335146
HT146678,2/3/2011 21:45,1811,CANNABIS 30GMS OR LESS,STREET,1532,28,41.88383777,-87.75504863
HT146695,2/3/2011 21:45,2025,HALLUCINOGENS,STREET,612,17,41.75594828,-87.65413867
HT146682,2/3/2011 21:34,1811,CANNABIS 30GMS OR LESS,STREET,524,34,41.67759259,-87.64448666
HT146688,2/3/2011 21:30,2024,HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),1332,2,41.88278954,-87.6866294
HT146689,2/3/2011 21:25,2028,SYNTHETIC DRUGS,CTA GARAGE / OTHER PROPERTY,123,42,41.87869206,-87.62784145
HT146668,2/3/2011 21:03,2024,HEROIN(WHITE),SIDEWALK,1122,27,41.8919272,-87.72002188
HT146640,2/3/2011 21:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,915,20,41.80651808,-87.67357277
HT146650,2/3/2011 21:00,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,323,6,41.76548605,-87.62082825
HT146618,2/3/2011 20:47,1811,CANNABIS 30GMS OR LESS,STREET,532,9,41.67632504,-87.62157093
HT146614,2/3/2011 20:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,28,41.88183895,-87.75648412
HT146619,2/3/2011 20:30,2027,CRACK,SIDEWALK,1522,28,41.8804144,-87.76026452
HT146606,2/3/2011 20:25,1811,CANNABIS 30GMS OR LESS,RESTAURANT,2531,29,41.90915407,-87.77458136
HT146589,2/3/2011 20:24,1811,CANNABIS 30GMS OR LESS,STREET,1524,37,41.89478819,-87.7595998
HT146559,2/3/2011 19:59,1811,CANNABIS 30GMS OR LESS,SIDEWALK,732,6,41.76815423,-87.64434349
HT146590,2/3/2011 19:56,2170,POSSESSION OF DRUG EQUIPMENT,PARKING LOT/GARAGE(NON.RESID.),222,4,41.80976179,-87.60671829
HT146561,2/3/2011 19:48,2024,HEROIN(WHITE),STREET,1133,24,41.86700641,-87.72202972
HT146574,2/3/2011 19:45,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),1011,24,41.86610593,-87.7219612
HT146585,2/3/2011 19:15,1811,CANNABIS 30GMS OR LESS,APARTMENT,2412,50,41.99957003,-87.68183187
HT146539,2/3/2011 19:10,1811,CANNABIS 30GMS OR LESS,SIDEWALK,312,20,41.7800768,-87.61455491
HT146549,2/3/2011 18:58,1811,CANNABIS 30GMS OR LESS,STREET,523,34,41.66827118,-87.63331682
HT146499,2/3/2011 18:11,2024,HEROIN(WHITE),STREET,1532,28,41.8930331,-87.74788079
HT146538,2/3/2011 18:00,2027,CRACK,PARKING LOT/GARAGE(NON.RESID.),814,23,41.7985708,-87.74428542
HT146352,2/3/2011 16:03,1811,CANNABIS 30GMS OR LESS,OTHER,2132,5,41.79640141,-87.59022334
HT146291,2/3/2011 15:53,1811,CANNABIS 30GMS OR LESS,STREET,714,16,41.78110787,-87.6644069
HT146294,2/3/2011 15:52,2027,CRACK,SIDEWALK,2422,49,42.01927244,-87.67256305
HT146277,2/3/2011 15:45,2093,FOUND SUSPECT NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),634,6,41.72188512,-87.62358855
HT146299,2/3/2011 15:45,1811,CANNABIS 30GMS OR LESS,STREET,512,34,41.70488695,-87.62807117
HT146273,2/3/2011 15:40,2024,HEROIN(WHITE),STREET,1531,28,41.89324526,-87.74589918
HT146244,2/3/2011 15:25,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),2221,21,41.72133332,-87.66191363
HT146298,2/3/2011 15:22,1811,CANNABIS 30GMS OR LESS,STREET,331,5,41.76745602,-87.57281573
HT146253,2/3/2011 15:15,2027,CRACK,STREET,2535,26,41.90327895,-87.7167284
HT146222,2/3/2011 14:55,1811,CANNABIS 30GMS OR LESS,STREET,513,9,41.69608372,-87.61971639
HT146209,2/3/2011 14:38,2028,SYNTHETIC DRUGS,STREET,213,4,41.82227745,-87.60699872
HT146157,2/3/2011 14:30,1811,CANNABIS 30GMS OR LESS,STREET,1231,2,41.8623485,-87.66004024
HT146170,2/3/2011 14:15,2027,CRACK,STREET,2223,21,41.71741725,-87.64568417
HT146252,2/3/2011 13:29,2027,CRACK,RESIDENCE,233,20,41.78769732,-87.6224341
HT146065,2/3/2011 13:17,1811,CANNABIS 30GMS OR LESS,SIDEWALK,933,16,41.80126559,-87.65520437
HT146120,2/3/2011 12:50,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),914,3,41.80870584,-87.6651249
HT146106,2/3/2011 12:40,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1532,28,41.8819072,-87.74666404
HT146080,2/3/2011 12:33,1811,CANNABIS 30GMS OR LESS,SIDEWALK,723,6,41.77267751,-87.64445639
HT146015,2/3/2011 12:07,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),2234,34,41.68713014,-87.64236401
HT146001,2/3/2011 11:39,1811,CANNABIS 30GMS OR LESS,RESTAURANT,2533,37,41.90940199,-87.75482163
HT145998,2/3/2011 11:35,1812,CANNABIS MORE THAN 30GMS,STREET,935,3,41.81654129,-87.63027384
HT145997,2/3/2011 11:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1125,2,41.87622838,-87.69601476
HT145945,2/3/2011 11:00,1811,CANNABIS 30GMS OR LESS,STREET,224,3,41.80922106,-87.61983396
HT145950,2/3/2011 11:00,1811,CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),1522,28,41.88101552,-87.7564548
HT145978,2/3/2011 10:45,2014,MANU/DELIVER: HEROIN (WHITE),ALLEY,1533,28,41.88094475,-87.747892
HT145973,2/3/2011 10:30,2027,CRACK,STREET,2533,37,41.90256502,-87.73955799
HT145984,2/3/2011 9:19,2024,HEROIN(WHITE),RESIDENCE,1133,24,41.87184097,-87.71827899
HT145878,2/3/2011 9:17,1811,CANNABIS 30GMS OR LESS,TAVERN/LIQUOR STORE,211,3,41.82392964,-87.61795364
HT145880,2/3/2011 9:15,1812,CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,1134,24,41.8682851,-87.709755
HT145811,2/3/2011 8:29,2024,HEROIN(WHITE),STREET,1531,37,41.89486394,-87.749583
HT145875,2/3/2011 6:00,1812,CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,1134,24,41.8682851,-87.709755
HT145730,2/3/2011 3:00,2027,CRACK,STREET,2222,21,41.7325716,-87.65309904
HT145699,2/3/2011 1:00,1811,CANNABIS 30GMS OR LESS,GAS STATION,1531,37,41.89505166,-87.75522662
HT145688,2/2/2011 23:50,1811,CANNABIS 30GMS OR LESS,STREET,1115,28,41.88075282,-87.73251485
HT145669,2/2/2011 23:00,1811,CANNABIS 30GMS OR LESS,STREET,1122,28,41.88286688,-87.72230087
HT145647,2/2/2011 21:47,1811,CANNABIS 30GMS OR LESS,STREET,624,8,41.75102627,-87.60289912
HT145645,2/2/2011 21:43,2027,CRACK,VEHICLE NON-COMMERCIAL,2022,48,41.98689939,-87.65657031
HT145642,2/2/2011 21:30,1811,CANNABIS 30GMS OR LESS,GAS STATION,1622,45,41.9859166,-87.78738379
HT145632,2/2/2011 21:14,1811,CANNABIS 30GMS OR LESS,SIDEWALK,612,21,41.75032336,-87.65801656
HT145578,2/2/2011 19:00,2027,CRACK,ALLEY,1115,28,41.87896408,-87.72686934
HT145546,2/2/2011 18:03,1822,MANU/DEL:CANNABIS OVER 10 GMS,PARKING LOT/GARAGE(NON.RESID.),1513,29,41.88034896,-87.7653216
HT145555,2/2/2011 17:39,1811,CANNABIS 30GMS OR LESS,STREET,831,18,41.76420144,-87.70295639
HT145465,2/2/2011 15:00,2027,CRACK,SIDEWALK,2023,48,41.98123968,-87.65497519
HV142570,2/2/2011 13:40,2091,FORFEIT PROPERTY,OTHER RAILROAD PROP / TRAIN DEPOT,111,2,41.87891543,-87.63973267
HT145164,2/1/2011 19:40,1811,CANNABIS 30GMS OR LESS,CTA TRAIN,1932,44,41.93980892,-87.65333415
HT145163,2/1/2011 18:45,1812,CANNABIS MORE THAN 30GMS,RESIDENCE,831,18,41.76128465,-87.70654029
HT145161,2/1/2011 18:23,2024,HEROIN(WHITE),APARTMENT,732,17,41.76083677,-87.64049992
HT145051,2/1/2011 17:00,1811,CANNABIS 30GMS OR LESS,STREET,933,16,41.80225473,-87.66101082
HT144941,2/1/2011 16:13,2024,HEROIN(WHITE),OTHER,2232,34,41.7058344,-87.64952104
HT144945,2/1/2011 16:00,2093,FOUND SUSPECT NARCOTICS,SIDEWALK,1112,27,41.89817631,-87.72113749
HT144916,2/1/2011 15:40,1811,CANNABIS 30GMS OR LESS,STREET,825,15,41.77609347,-87.68829999
HT144922,2/1/2011 15:30,1811,CANNABIS 30GMS OR LESS,STREET,2533,37,41.90572088,-87.75080659
HT144948,2/1/2011 15:16,1822,MANU/DEL:CANNABIS OVER 10 GMS,VEHICLE NON-COMMERCIAL,2012,40,41.97708461,-87.67710362
HT144869,2/1/2011 14:50,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1532,37,41.89234426,-87.74949209
HT144894,2/1/2011 14:48,2024,HEROIN(WHITE),RESTAURANT,531,9,41.69247492,-87.6228172
HT144934,2/1/2011 14:40,2027,CRACK,APARTMENT,611,21,41.74942199,-87.66720591
HT144750,2/1/2011 13:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,731,17,41.76342593,-87.62987165
HT144775,2/1/2011 13:37,2024,HEROIN(WHITE),STREET,1133,24,41.86740611,-87.72030404
HT144785,2/1/2011 13:18,2024,HEROIN(WHITE),SIDEWALK,631,8,41.74867893,-87.60404343
HT144773,2/1/2011 12:58,2024,HEROIN(WHITE),RESIDENCE,523,9,41.67194064,-87.62262946
HT144772,2/1/2011 12:56,2024,HEROIN(WHITE),RESIDENCE,523,9,41.6712901,-87.62260733
HT144724,2/1/2011 12:45,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",722,6,41.76977921,-87.63711916
HT144707,2/1/2011 12:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,511,9,41.70784916,-87.61363877
HT144669,2/1/2011 12:30,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",414,8,41.75795091,-87.57964977
HT144685,2/1/2011 12:30,1822,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,322,6,41.7658438,-87.61394036
HT144698,2/1/2011 12:30,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",821,14,41.80306192,-87.72198139
HT144692,2/1/2011 12:25,1811,CANNABIS 30GMS OR LESS,OTHER,724,16,41.77795731,-87.65039421
HT144677,2/1/2011 12:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,725,17,41.76863941,-87.66562883
HT144713,2/1/2011 12:15,1811,CANNABIS 30GMS OR LESS,STREET,2234,34,41.68929389,-87.65129619
HT144649,2/1/2011 12:05,2027,CRACK,STREET,1135,2,41.87300836,-87.69435043
HT144595,2/1/2011 11:52,2014,MANU/DELIVER: HEROIN (WHITE),GAS STATION,924,11,41.83811549,-87.63231662
HT144621,2/1/2011 11:44,1811,CANNABIS 30GMS OR LESS,SIDEWALK,832,18,41.76451661,-87.6875619
HT144583,2/1/2011 11:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1331,27,41.88438039,-87.69580889
HT144585,2/1/2011 11:19,2014,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,1124,28,41.87618585,-87.70122923
HT144606,2/1/2011 11:18,1812,CANNABIS MORE THAN 30GMS,RESIDENCE,714,15,41.78661478,-87.6661427
HT144591,2/1/2011 11:15,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",613,21,41.74593964,-87.65225804
HT144547,2/1/2011 11:00,2093,FOUND SUSPECT NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),1134,24,41.87358248,-87.70540026
HT144531,2/1/2011 10:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1523,28,41.88256485,-87.75622053
HT144557,2/1/2011 10:50,2024,HEROIN(WHITE),SIDEWALK,1011,24,41.86341677,-87.7313519
HT144482,2/1/2011 9:38,1811,CANNABIS 30GMS OR LESS,CTA BUS STOP,1523,28,41.88701843,-87.76495771
HT144446,2/1/2011 9:15,2024,HEROIN(WHITE),STREET,232,3,41.80132936,-87.6244033
HT144431,2/1/2011 6:00,1812,CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,1134,24,41.8682851,-87.709755
HT144323,2/1/2011 2:50,2024,HEROIN(WHITE),STREET,713,15,41.78656534,-87.6642475
HT144299,2/1/2011 1:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,522,34,41.68512708,-87.62974774
HT144297,2/1/2011 1:40,2024,HEROIN(WHITE),SIDEWALK,825,15,41.77762087,-87.68711515
HT144290,2/1/2011 0:57,2024,HEROIN(WHITE),STREET,1012,24,41.85327388,-87.73290423
HT144278,2/1/2011 0:25,2024,HEROIN(WHITE),STREET,1522,29,41.87923614,-87.75732639
HT144258,2/1/2011 0:17,1811,CANNABIS 30GMS OR LESS,SIDEWALK,823,15,41.77704907,-87.70324121
HT144264,2/1/2011 0:12,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),1533,28,41.88060125,-87.74565146
HT144265,2/1/2011 0:05,2026,PCP,STREET,935,11,41.81182453,-87.64305035
HT144250,2/1/2011 0:00,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,831,15,41.77193106,-87.69333101
